"STAND","DATE","STATUS","SAVI_MAX","MSR_SD","GCI_SD"
"SANTATEREZAI_003A",2022-04-02,"healthy",0.73761121681243,0.281529913765806,0.0435311152172487
"SAOBERNARDO_008A",2022-02-11,"healthy",0.485119970112263,0.149480803505093,0.0433411482562598
"SAOBERNARDO_008A",2022-02-16,"healthy",0.485119970112263,0.149480803505093,0.0433411482562598
"SAOBERNARDO_008A",2022-02-26,"healthy",0.485119970112263,0.149480803505093,0.0433411482562598
"SAOBERNARDO_008A",2022-03-28,"healthy",0.485119970112263,0.149480803505093,0.0433411482562598
"SAOBERNARDO_008A",2022-06-11,"healthy",0.485119970112263,0.149480803505093,0.0433411482562598
"SAOBRAS_004B",2022-02-14,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-02-16,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-02-19,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-03-03,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-03-21,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-03-28,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-03-31,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-04-02,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-04-15,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-04-20,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-04-30,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-05-07,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-05-20,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-05-22,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_004B",2022-06-11,"healthy",0.829884450627932,0.615601351987128,0.22169741322829
"SAOBRAS_015B",2022-02-14,"healthy",0.727408884566468,0.424247949290976,0.0823730249336944
"SAOBRAS_015B",2022-02-16,"healthy",0.727408884566468,0.424247949290976,0.0823730249336944
"SAOBRAS_015B",2022-02-19,"healthy",0.727408884566468,0.424247949290976,0.0823730249336944
"SAOBRAS_015B",2022-03-03,"healthy",0.727408884566468,0.424247949290976,0.0823730249336944
"SAOBRAS_015B",2022-03-21,"healthy",0.727408884566468,0.424247949290976,0.0823730249336944
"SAOBRAS_015B",2022-03-28,"healthy",0.727408884566468,0.424247949290976,0.0823730249336944
"SAOBRAS_015B",2022-03-31,"healthy",0.727408884566468,0.424247949290976,0.0823730249336944
"SAOBRAS_015B",2022-04-02,"healthy",0.727408884566468,0.424247949290976,0.0823730249336944
"SAOBRAS_015B",2022-04-15,"healthy",0.727408884566468,0.424247949290976,0.0823730249336944
