TRAT	DAP	REP	Umidade	Condutividade	Altura	Caule	Folhas	Flor.m	Flor.f	Frutos	Bojo	Pesc	Comp.frutos	Peso.frutos				
TANZ	76	1	14.1	403	336.00	8.57	68	38	3	NA	NA	NA	NA	NA				
TANZ	76	1	12.4	369	228.00	9.81	35	20	2	NA	NA	NA	NA	NA				
TANZ	76	1	13.7	393	264.00	7.99	48	34	4	NA	NA	NA	NA	NA				
TANZ	76	1	13.0	381	193.00	9.45	22	23	2	NA	NA	NA	NA	NA				
TANZ	76	1	13.2	386	128.00	11.45	16	18	1	NA	NA	NA	NA	NA				
TANZ	76	2	12.5	372	259.00	8.95	43	42	7	1	72.8	52.9	23	513				
TANZ	76	2	12.2	366	326.00	12.22	49	51	3	NA	NA	NA	NA	NA				
TANZ	76	2	11.8	357	205.00	8.95	33	27	2	NA	NA	NA	NA	NA				
TANZ	76	2	12.4	379	322.00	12.22	49	33	4	NA	NA	NA	NA	NA				
TANZ	76	2	13.7	393	206.00	10.47	26	28	1	1	53.5	39.2	21.5	225				
TANZ	76	2	14.4	410	225.00	10.07	22	26	3	NA	NA	NA	NA	NA				
TANZ	76	2	13.0	381	249.00	10.47	40	34	3	1	78.1	44.7	25	604				
TANZ	76	2	13.2	386	252.00	9.19	26	28	2	NA	NA	NA	NA	NA				
TANZ	76	2	12.6	373	269.00	8.57	39	34	1	NA	NA	NA	NA	NA				
TANZ	76	2	12.6	373	103.00	9.81	29	17	1	NA	NA	NA	NA	NA				
TANZ	76	3	13.0	381	153.00	7.95	21	17	1	NA	NA	NA	NA	NA				
TANZ	76	3	13.2	386	309.00	9.45	61	57	6	1	60.8	43.8	21	318				
TANZ	76	3	12.6	373	222.00	11.14	58	49	6	1	58.7	42.8	22	330				
TANZ	76	3	12.6	373	312.00	8.95	53	56	7	NA	NA	NA	NA	NA				
TANZ	76	3	13.0	381	302.00	12.28	33	36	3	NA	NA	NA	NA	NA				
TANZ	76	3	12.6	374	278.00	12.47	30	27	1	NA	NA	NA	NA	NA				
TANZ	76	3	12.4	369	336.00	10.99	81	63	1	NA	NA	NA	NA	NA				
TANZ	76	3	13.5	391	274.00	10.07	49	43	4	NA	NA	NA	NA	NA				
TANZ	76	3	13.7	393	426.00	11.47	75	48	4	NA	NA	NA	NA	NA				
TANZ	76	3	14.4	410	186.00	9.47	38	36	9	NA	NA	NA	NA	NA				
TANZ	76	4	15.6	434	233.00	8.87	30	23	1	NA	NA	NA	NA	NA				
TANZ	76	4	12.2	366	248.00	9.81	49	34	3	NA	NA	NA	NA	NA				
TANZ	76	4	11.7	356	249.00	10.25	51	42	3	NA	NA	NA	NA	NA				
TANZ	76	4	13.2	366	252.00	9.45	36	25	1	NA	NA	NA	NA	NA				
TANZ	76	4	12.7	365	265.00	11.45	54	42	3	NA	NA	NA	NA	NA				
TANZ	76	4	13.1	384	239.00	8.95	49	36	2	NA	NA	NA	NA	NA				
TANZ	76	4	12.5	372	295.00	12.22	24	20	2	NA	NA	NA	NA	NA				
TANZ	76	4	12.2	366	190.50	11.49	32	31	2	NA	NA	NA	NA	NA				
TANZ	76	4	11.8	357	228.00	8.99	37	26	1	NA	NA	NA	NA	NA				
TANZ	76	4	13.0	381	193.00	12.58	38	28	1	NA	NA	NA	NA	NA				
CAPI	84	1	13.0	382	175.00	9.00	19	18	3	NA	NA	NA	NA	NA				
CAPI	84	1	12.9	380	105.00	8.90	16	15	1	NA	NA	NA	NA	NA				
CAPI	84	1	13.0	381	80.00	12.85	11	12	0	NA	NA	NA	NA	NA				
CAPI	84	1	12.1	364	214.00	9.20	31	22	2	1	65.7	37.5	21	298				
CAPI	84	1	12.1	363	259.00	8.13	28	18	0	NA	NA	NA	NA	NA				
CAPI	84	1	12.6	364	259.00	9.00	35	23	2	NA	NA	NA	NA	NA				
CAPI	84	1	13.4	390	111.00	11.25	14	16	2	1	58.4	43.5	20	282				
CAPI	84	1	12.9	380	197.00	10.75	30	26	1	NA	NA	NA	NA	NA				
CAPI	84	1	13.0	381	263.00	11.20	44	40	1	NA	NA	NA	NA	NA				
CAPI	84	1	12.1	364	270.00	10.00	42	26	3	NA	NA	NA	NA	NA				
CAPI	84	2	14.5	412	362.00	12.00	44	33	5	NA	NA	NA	NA	NA				
CAPI	84	2	12.5	372	391.00	11.00	61	31	3	NA	NA	NA	NA	NA				
CAPI	84	2	12.4	369	226.00	9.00	37	20	2	1	67.6	42.2	20.5	310				
CAPI	84	2	12.0	362	295.00	9.00	63	65	10	NA	NA	NA	NA	NA				
CAPI	84	2	12.9	369	217.00	8.00	25	36	4	NA	NA	NA	NA	NA				
CAPI	84	2	12.6	373	285.00	11.00	29	39	5	NA	NA	NA	NA	NA				
CAPI	84	2	12.0	362	311.00	12.00	84	43	5	NA	NA	NA	NA	NA				
CAPI	84	2	13.5	392	546.00	8.00	52	44	5	NA	NA	NA	NA	NA				
CAPI	84	2	13.8	398	280.00	12.85	47	33	2	1	70.9	36.4	20	345				
CAPI	84	2	14.2	406	447.00	9.20	59	40	4	1	57.4	49.1	20	293				
CAPI	84	3	13.3	388	299.00	8.13	48	38	2	NA	NA	NA	NA	NA				
CAPI	84	3	11.9	360	333.00	7.52	59	41	4	NA	NA	NA	NA	NA				
CAPI	84	3	12.5	372	222.00	11.25	47	29	3	NA	NA	NA	NA	NA				
CAPI	84	3	11.9	360	238.00	10.75	27	22	2	NA	NA	NA	NA	NA				
CAPI	84	3	12.9	380	260.00	10.00	61	46	3	NA	NA	NA	NA	NA				
CAPI	84	3	12.9	380	297.00	9.90	79	46	6	1	66.9	43.8	23.5	439				
CAPI	84	3	13.5	392	194.00	8.90	51	36	3	1	79.3	39.2	21	437				
CAPI	84	3	12.8	378	258.00	12.85	74	38	5	NA	NA	NA	NA	NA				
CAPI	84	3	12.1	364	300.00	8.13	57	42	5	1	54.6	50.8	20.5	385				
CAPI	84	3	13.2	385	199.00	10.00	26	26	2	NA	NA	NA	NA	NA				
CAPI	84	4	11.5	352	326.00	9.90	41	22	6	NA	NA	NA	NA	NA				
CAPI	84	4	15.0	421	223.00	8.70	42	26	3	1	60	47	20	330				
CAPI	84	4	11.8	358	333.00	10.20	47	25	6	NA	NA	NA	NA	NA				
CAPI	84	4	13.1	384	253.00	11.10	44	34	2	NA	NA	NA	NA	NA				
CAPI	84	4	11.8	358	456.00	9.80	49	37	0	NA	NA	NA	NA	NA				
CAPI	84	4	13.3	388	253.00	8.60	60	49	6	1	53.3	42.3	22	303				
CAPI	84	4	12.1	363	200.00	10.00	26	18	2	1	62.9	41.4	20	306				
CAPI	84	4	12.3	367	319.00	10.00	45	30	4	NA	NA	NA	NA	NA				
CAPI	84	4	12.4	370	173.00	12.85	23	21	1	NA	NA	NA	NA	NA				
CAPI	84	4	13.3	387	277.00	9.20	24	16	2	NA	NA	NA	NA	NA				
CONTROL	84	1	11.1	344	123.00	10.50	14	7	1	NA	NA	NA	NA	NA				
CONTROL	84	1	11.4	349	133.00	11.00	17	19	2	NA	NA	NA	NA	NA				
CONTROL	84	1	11.2	345	55.00	8.50	8	5	0	NA	NA	NA	NA	NA				
CONTROL	84	1	12.2	366	172.00	9.90	22	18	4	NA	NA	NA	NA	NA				
CONTROL	84	1	13.2	386	164.00	9.60	17	15	2	NA	NA	NA	NA	NA				
CONTROL	84	1	12.2	366	173.00	9.40	21	15	1	NA	NA	NA	NA	NA				
CONTROL	84	1	12.2	366	163.00	8.40	24	17	2	NA	NA	NA	NA	NA				
CONTROL	84	1	12.6	373	167.00	8.20	25	16	3	NA	NA	NA	NA	NA				
CONTROL	84	1	13.6	387	206.00	8.20	31	23	2	NA	NA	NA	NA	NA				
CONTROL	84	1	11.2	345	105.00	8.40	11	15	1	NA	NA	NA	NA	NA				
CONTROL	84	2	12.4	369	164.00	9.80	30	27	1	NA	NA	NA	NA	NA				
CONTROL	84	2	11.1	340	48.00	8.40	12	15	0	NA	NA	NA	NA	NA				
CONTROL	84	2	11.4	349	113.00	7.90	15	14	0	NA	NA	NA	NA	NA				
CONTROL	84	2	13.0	381	158.00	8.90	26	22	0	NA	NA	NA	NA	NA				
CONTROL	84	2	11.4	349	149.00	8.50	17	14	1	NA	NA	NA	NA	NA				
CONTROL	84	2	12.3	368	304.00	8.50	35	26	2	NA	NA	NA	NA	NA				
CONTROL	84	2	12.0	361	46.00	7.90	10	8	0	NA	NA	NA	NA	NA				
CONTROL	84	2	11.2	345	62.00	8.00	11	9	0	NA	NA	NA	NA	NA				
CONTROL	84	2	12.1	374	76.00	9.30	13	13	0	NA	NA	NA	NA	NA				
CONTROL	84	2	12.4	370	98.00	7.50	25	14	0	NA	NA	NA	NA	NA				
CONTROL	84	3	11.4	349	200.00	9.10	28	17	2	NA	NA	NA	NA	NA				
CONTROL	84	3	11.4	349	95.00	9.60	16	11	2	NA	NA	NA	NA	NA				
CONTROL	84	3	12.4	370	197.00	8.80	22	17	1	NA	NA	NA	NA	NA				
CONTROL	84	3	11.2	345	231.00	10.50	25	13	2	NA	NA	NA	NA	NA				
CONTROL	84	3	11.8	357	212.00	8.90	25	14	3	NA	NA	NA	NA	NA				
CONTROL	84	3	11.5	358	217.00	8.70	30	18	1	NA	NA	NA	NA	NA				
CONTROL	84	3	11.2	345	146.00	9.20	17	16	2	NA	NA	NA	NA	NA				
CONTROL	84	3	12.2	366	138.00	8.50	15	15	1	NA	NA	NA	NA	NA				
CONTROL	84	3	12.4	379	162.00	8.70	16	14	0	NA	NA	NA	NA	NA				
CONTROL	84	3	12.9	379	268.00	12.00	43	29	3	NA	NA	NA	NA	NA				
CONTROL	84	4	12.7	375	101.00	9.80	18	14	2	NA	NA	NA	NA	NA				
CONTROL	84	4	12.6	364	304.00	9.40	67	43	2	NA	NA	NA	NA	NA				
CONTROL	84	4	12.6	364	220.00	8.80	43	29	2	1	68.3	39.1	20	336				
CONTROL	84	4	11.5	361	206.00	8.90	30	25	3	NA	NA	NA	NA	NA				
CONTROL	84	4	10.3	328	238.00	8.80	25	20	2	NA	NA	NA	NA	NA				
CONTROL	84	4	11.8	357	241.00	8.30	22	18	4	NA	NA	NA	NA	NA				
CONTROL	84	4	9.0	302	233.00	12.50	20	14	2	NA	NA	NA	NA	NA				
CONTROL	84	4	11.8	357	214.00	9.60	34	35	2	NA	NA	NA	NA	NA				
CONTROL	84	4	13.1	384	252.00	8.90	38	27	3	NA	NA	NA	NA	NA				
CONTROL	84	4	12.7	385	213.00	9.90	19	20	1	NA	NA	NA	NA	NA				
PBRANCO	84	1	13.0	382	247.00	11.00	33	28	4	NA	NA	NA	NA	NA				
PBRANCO	84	1	13.3	387	239.00	9.60	32	19	1	1	77.1	38.9	20	333				
PBRANCO	84	1	13.3	388	135.00	9.90	35	34	3	NA	NA	NA	NA	NA				
PBRANCO	84	1	12.0	361	155.00	9.90	19	12	1	NA	NA	NA	NA	NA				
PBRANCO	84	1	13.0	381	293.00	10.50	38	19	1	NA	NA	NA	NA	NA				
PBRANCO	84	1	12.7	375	337.00	11.40	50	27	3	NA	NA	NA	NA	NA				
PBRANCO	84	1	12.5	372	271.00	10.40	39	23	2	1	61.4	40.5	23.5	333				
PBRANCO	84	1	12.4	370	314.00	10.00	35	29	2	NA	NA	NA	NA	NA				
PBRANCO	84	1	12.5	372	197.00	9.50	19	19	1	NA	NA	NA	NA	NA				
PBRANCO	84	1	12.8	372	192.00	8.60	29	20	2	NA	NA	NA	NA	NA				
PBRANCO	84	2	12.7	363	324.00	11.00	56	32	2	NA	NA	NA	NA	NA				
PBRANCO	84	2	13.5	391	312.00	11.80	76	40	3	1	52.6	40.6	20.5	288				
PBRANCO	84	2	13.2	396	137.00	11.70	52	28	2	NA	NA	NA	NA	NA				
PBRANCO	84	2	12.3	368	335.00	11.70	36	29	5	1	77.8	35.5	20	397				
PBRANCO	84	2	16.2	446	228.00	10.20	37	20	2	NA	NA	NA	NA	NA				
PBRANCO	84	2	12.4	370	278.00	11.40	63	39	1	1	67.2	41.7	23.5	363				
PBRANCO	84	2	13.2	392	329.00	9.60	43	18	2	NA	NA	NA	NA	NA				
PBRANCO	84	2	13.0	381	345.00	9.50	56	46	3	1	68.5	48.2	22.5	427				
PBRANCO	84	2	13.0	381	313.00	9.80	31	15	3	1	76	33.8	20.5	305				
PBRANCO	84	2	12.3	367	329.00	8.90	49	38	1	1	79.6	45	22.5	516				
PBRANCO	84	3	12.0	361	323.00	9.90	59	30	3	NA	NA	NA	NA	NA				
PBRANCO	84	3	12.3	368	341.00	10.90	63	37	5	NA	NA	NA	NA	NA				
PBRANCO	84	3	13.8	398	445.00	10.20	47	29	3	NA	NA	NA	NA	NA				
PBRANCO	84	3	12.0	362	255.00	13.60	71	38	7	NA	NA	NA	NA	NA				
PBRANCO	84	3	12.3	368	123.00	10.90	16	11	0	NA	NA	NA	NA	NA				
PBRANCO	84	3	14.5	412	183.00	9.80	20	12	2	1	67.2	40.2	20	364				
PBRANCO	84	3	12.7	376	95.00	9.30	13	13	0	NA	NA	NA	NA	NA				
PBRANCO	84	3	13.0	371	295.00	9.90	37	25	1	NA	NA	NA	NA	NA				
PBRANCO	84	3	13.3	388	262.00	8.70	38	32	4	NA	NA	NA	NA	NA				
PBRANCO	84	3	14.6	414	85.00	8.90	32	27	1	NA	NA	NA	NA	NA				
PBRANCO	84	4	12.3	368	252.00	9.90	30	23	1	NA	NA	NA	NA	NA				
PBRANCO	84	4	12.6	373	202.00	11.50	35	29	2	NA	NA	NA	NA	NA				
PBRANCO	84	4	11.8	358	227.00	10.60	38	36	1	NA	NA	NA	NA	NA				
PBRANCO	84	4	13.0	382	203.00	10.60	23	20	1	NA	NA	NA	NA	NA				
PBRANCO	84	4	13.6	394	313.00	12.60	32	24	3	1	70.1	46	21	422				
PBRANCO	84	4	13.6	394	280.00	10.40	40	17	3	1	63.8	40.6	21	305				
PBRANCO	84	4	13.5	391	227.00	10.00	22	15	2	1	73.8	45.6	20	309				
PBRANCO	84	4	11.8	357	280.00	10.60	41	33	1	NA	NA	NA	NA	NA				
PBRANCO	84	4	12.9	379	155.00	9.60	19	15	1	NA	NA	NA	NA	NA				
PBRANCO	84	4	12.9	380	228.00	10.90	28	21	2	NA	NA	NA	NA	NA				
PPRETO	84	1	12.8	378	310.00	13.30	35	24	3	NA	NA	NA	NA	NA				
PPRETO	84	1	14.3	408	296.00	10.00	42	31	4	NA	NA	NA	NA	NA				
PPRETO	84	1	13.6	393	281.00	11.50	31	23	2	NA	NA	NA	NA	NA				
PPRETO	84	1	12.1	374	282.00	10.30	35	15	1	NA	NA	NA	NA	NA				
PPRETO	84	1	13.0	382	219.00	9.90	21	12	1	NA	NA	NA	NA	NA				
PPRETO	84	1	13.3	394	234.00	10.50	30	25	3	NA	NA	NA	NA	NA				
PPRETO	84	1	16.6	393	126.00	8.50	18	14	1	NA	NA	NA	NA	NA				
PPRETO	84	1	13.5	382	190.00	9.50	29	21	1	NA	NA	NA	NA	NA				
PPRETO	84	1	12.9	379	205.00	9.20	17	19	1	NA	NA	NA	NA	NA				
PPRETO	84	1	12.3	369	139.00	8.00	16	13	1	NA	NA	NA	NA	NA				
PPRETO	84	2	12.1	363	184.00	10.10	57	17	3	NA	NA	NA	NA	NA				
PPRETO	84	2	12.4	369	371.00	12.40	22	25	1	NA	NA	NA	NA	NA				
PPRETO	84	2	14.2	406	410.00	11.10	57	43	4	NA	NA	NA	NA	NA				
PPRETO	84	2	13.3	368	152.00	11.85	71	43	4	NA	NA	NA	NA	NA				
PPRETO	84	2	12.5	362	232.00	9.80	23	15	2	1	74.9	41.9	20	329				
PPRETO	84	2	13.2	365	218.00	9.90	52	39	1	NA	NA	NA	NA	NA				
PPRETO	84	2	12.6	363	208.00	9.50	36	24	3	NA	NA	NA	NA	NA				
PPRETO	84	2	15.2	426	460.00	14.50	63	37	2	1	73.7	39.9	22	389				
PPRETO	84	2	12.6	367	501.00	11.80	46	37	3	1	67.7	46.1	22	432				
PPRETO	84	2	13.2	394	276.00	10.30	39	24	2	NA	NA	NA	NA	NA				
PPRETO	84	3	13.2	375	179.00	10.50	49	42	2	NA	NA	NA	NA	NA				
PPRETO	84	3	13.5	391	391.00	10.50	75	56	3	NA	NA	NA	NA	NA				
PPRETO	84	3	14.0	402	204.00	9.90	47	31	3	1	60.5	39.5	20	301				
PPRETO	84	3	12.6	373	155.00	9.30	42	35	5	NA	NA	NA	NA	NA				
PPRETO	84	3	13.8	397	316.00	11.60	69	22	2	NA	NA	NA	NA	NA				
PPRETO	84	3	13.8	397	313.00	9.80	67	26	5	NA	NA	NA	NA	NA				
PPRETO	84	3	13.7	396	397.00	11.70	79	38	3	NA	NA	NA	NA	NA				
PPRETO	84	3	14.8	418	336.00	13.00	61	42	3	1	56.7	38.9	20	310				
PPRETO	84	3	12.6	373	293.00	9.50	73	36	3	NA	NA	NA	NA	NA				
PPRETO	84	3	12.6	373	285.00	9.90	51	34	2	NA	NA	NA	NA	NA				
PPRETO	84	4	15.0	421	406.00	11.00	53	35	2	NA	NA	NA	NA	NA				
PPRETO	84	4	14.8	417	313.00	10.10	67	45	7	1	71.7	50.1	21	455				
PPRETO	84	4	12.2	366	420.00	9.90	43	16	3	1	59.5	44.5	20.5	301				
PPRETO	84	4	12.6	373	256.00	10.50	72	71	9	NA	NA	NA	NA	NA				
PPRETO	84	4	13.8	397	288.00	10.00	35	28	2	NA	NA	NA	NA	NA				
PPRETO	84	4	12.9	369	277.00	9.90	56	37	1	NA	NA	NA	NA	NA				
PPRETO	84	4	13.6	396	271.00	9.50	32	31	3	NA	NA	NA	NA	NA				
PPRETO	84	4	13.6	396	253.00	9.30	34	26	2	NA	NA	NA	NA	NA				
PPRETO	84	4	12.4	379	313.00	9.90	66	61	3	1	72.2	43.8	22	410				
PPRETO	84	4	12.8	378	296.00	11.00	58	42	6	NA	NA	NA	NA	NA				
TANZ	84	1	13.2	386	263.00	12.05	28	14	2	NA	NA	NA	NA	NA				
TANZ	84	1	12.6	373	191.00	8.63	21	20	2	NA	NA	NA	NA	NA				
TANZ	84	1	12.6	373	249.00	10.07	19	12	0	1	69.5	34.6	22.5	393				
TANZ	84	1	13.0	381	409.00	10.47	39	36	2	NA	NA	NA	NA	NA				
TANZ	84	1	10.2	326	209.00	10.85	35	30	1	2	66.6	38.7	21	292				
TANZ	84	1	12.4	369	350.00	13.40	76	41	3	NA	NA	NA	NA	NA				
TANZ	84	1	12.9	380	241.00	12.85	39	33	2	NA	NA	NA	NA	NA				
TANZ	84	1	13.0	382	284.00	9.20	52	44	6	NA	NA	NA	NA	NA				
TANZ	84	1	12.8	378	216.00	8.13	26	23	4	NA	NA	NA	NA	NA				
TANZ	84	1	13.3	388	142.00	10.57	16	18	1	NA	NA	NA	NA	NA				
TANZ	84	2	13.5	391	268.00	10.47	33	33	1	NA	NA	NA	NA	NA				
TANZ	84	2	12.9	380	351.00	11.28	56	36	3	1	60.9	41.9	22	310				
TANZ	84	2	12.6	374	221.00	8.95	33	22	2	NA	NA	NA	NA	NA				
TANZ	84	2	12.4	369	335.00	12.40	39	42	2	NA	NA	NA	NA	NA				
TANZ	84	2	13.5	391	218.00	11.14	22	20	1	NA	NA	NA	NA	NA				
TANZ	84	2	13.7	393	252.00	8.95	27	27	1	NA	NA	NA	NA	NA				
TANZ	84	2	14.4	410	258.00	12.28	36	33	1	NA	NA	NA	NA	NA				
TANZ	84	2	13.2	386	277.00	12.41	24	21	2	NA	NA	NA	NA	NA				
TANZ	84	2	14.2	405	300.00	8.77	53	30	3	NA	NA	NA	NA	NA				
TANZ	84	2	13.3	387	120.00	10.71	25	22	3	NA	NA	NA	NA	NA				
TANZ	84	3	13.7	396	177.00	12.05	20	22	1	NA	NA	NA	NA	NA				
TANZ	84	3	12.5	392	320.00	8.63	65	56	2	1	66.8	38.8	22	338				
TANZ	84	3	12.7	375	236.00	10.07	58	45	6	1	55.7	33.5	21	291				
TANZ	84	3	12.4	370	340.00	10.47	72	49	9	NA	NA	NA	NA	NA				
TANZ	84	3	13.0	381	319.00	10.85	59	36	5	NA	NA	NA	NA	NA				
TANZ	84	3	12.4	379	303.00	13.40	39	22	1	NA	NA	NA	NA	NA				
TANZ	84	3	12.1	364	372.00	12.85	87	75	7	NA	NA	NA	NA	NA				
TANZ	84	3	12.5	362	295.00	9.20	55	40	3	NA	NA	NA	NA	NA				
TANZ	84	3	12.5	362	495.00	8.13	78	57	1	1	76.7	56.7	23.5	609				
TANZ	84	3	12.3	367	200.00	7.52	48	38	5	NA	NA	NA	NA	NA				
TANZ	84	4	12.9	380	248.00	10.57	33	22	1	NA	NA	NA	NA	NA				
TANZ	84	4	15.0	421	257.00	10.47	43	27	2	NA	NA	NA	NA	NA				
TANZ	84	4	12.4	370	263.00	9.19	59	23	3	1	68.7	56.8	20	449				
TANZ	84	4	12.6	373	272.00	8.57	36	23	2	NA	NA	NA	NA	NA				
TANZ	84	4	12.2	366	284.00	9.81	69	39	5	NA	NA	NA	NA	NA				
TANZ	84	4	13.5	392	271.00	7.95	46	35	3	NA	NA	NA	NA	NA				
TANZ	84	4	12.3	367	327.00	9.45	30	19	3	NA	NA	NA	NA	NA				
TANZ	84	4	13.5	392	198.00	11.28	34	24	2	NA	NA	NA	NA	NA				
TANZ	84	4	12.9	379	247.00	8.95	30	22	3	NA	NA	NA	NA	NA				
TANZ	84	4	12.6	374	201.00	12.40	37	24	1	1	69.1	51.7	20	370				
CAPI	92	1	13.2	386	182.00	8.13	22	18	2	1	63.3	36.5	19.5	266				
CAPI	92	1	12.5	362	115.00	10.00	19	19	1	NA	NA	NA	NA	NA				
CAPI	92	1	13.3	387	93.00	11.25	11	12	0	NA	NA	NA	NA	NA				
CAPI	92	1	13.1	384	220.00	10.80	28	22	2	NA	NA	NA	NA	NA				
CAPI	92	1	13.5	391	265.00	9.90	28	20	0	NA	NA	NA	NA	NA				
CAPI	92	1	13.1	384	271.00	9.00	33	23	2	NA	NA	NA	NA	NA				
CAPI	92	1	13.6	393	125.00	11.00	14	16	2	NA	NA	NA	NA	NA				
CAPI	92	1	13.4	390	216.00	11.50	30	26	1	NA	NA	NA	NA	NA				
CAPI	92	1	13.2	398	275.00	9.90	39	40	1	NA	NA	NA	NA	NA				
CAPI	92	1	13.7	396	275.00	10.00	35	26	2	NA	NA	NA	NA	NA				
CAPI	92	2	13.0	382	270.00	10.00	39	33	5	NA	NA	NA	NA	NA				
CAPI	92	2	13.2	385	399.00	10.00	62	31	3	NA	NA	NA	NA	NA				
CAPI	92	2	12.6	363	233.00	12.85	34	20	2	NA	NA	NA	NA	NA				
CAPI	92	2	12.8	378	301.00	12.00	60	65	8	2	60.5	45.2	20	333				
CAPI	92	2	13.2	386	225.00	11.00	25	36	4	NA	NA	NA	NA	NA				
CAPI	92	2	12.6	376	293.00	9.00	29	39	5	NA	NA	NA	NA	NA				
CAPI	92	2	12.6	374	318.00	9.00	82	43	3	NA	NA	NA	NA	NA				
CAPI	92	2	13.7	363	546.00	8.00	50	44	5	NA	NA	NA	NA	NA				
CAPI	92	2	13.0	381	280.00	11.00	47	33	1	1	70	43.5	20.5	392				
CAPI	92	2	14.8	418	447.00	12.00	59	44	4	NA	NA	NA	NA	NA				
CAPI	92	3	12.6	374	299.00	9.80	47	35	1	1	72.8	53.3	20	452				
CAPI	92	3	15.3	427	342.00	12.85	58	40	3	1	63.6	50.9	21	392				
CAPI	92	3	12.4	369	228.00	9.20	47	25	3	NA	NA	NA	NA	NA				
CAPI	92	3	13.9	379	255.00	8.13	27	22	2	NA	NA	NA	NA	NA				
CAPI	92	3	13.0	382	266.00	10.00	60	46	3	NA	NA	NA	NA	NA				
CAPI	92	3	13.2	385	303.00	11.25	79	46	5	NA	NA	NA	NA	NA				
CAPI	92	3	12.1	363	201.00	10.75	51	36	3	NA	NA	NA	NA	NA				
CAPI	92	3	13.1	384	262.00	10.00	70	38	5	NA	NA	NA	NA	NA				
CAPI	92	3	13.1	384	301.00	9.90	50	42	5	NA	NA	NA	NA	NA				
CAPI	92	3	12.5	372	199.00	8.90	22	26	2	NA	NA	NA	NA	NA				
CAPI	92	4	12.9	380	326.00	12.85	41	22	6	NA	NA	NA	NA	NA				
CAPI	92	4	11.0	342	229.00	8.13	42	26	3	NA	NA	NA	NA	NA				
CAPI	92	4	10.8	338	345.00	10.00	47	25	5	1	72.6	45.9	25	570				
CAPI	92	4	11.4	349	261.00	9.90	44	34	1	1	73.8	39.2	20	354				
CAPI	92	4	13.3	388	456.00	8.70	40	37	0	NA	NA	NA	NA	NA				
CAPI	92	4	13.7	396	253.00	10.20	50	45	6	NA	NA	NA	NA	NA				
CAPI	92	4	11.9	360	202.00	11.10	26	18	1	1	63.7	46.8	20.5	354				
CAPI	92	4	12.3	367	319.00	10.50	45	30	4	NA	NA	NA	NA	NA				
CAPI	92	4	12.0	361	181.00	10.80	20	21	0	1	75.7	32	20	299				
CAPI	92	4	11.8	358	277.00	10.00	24	15	1	1	72.6	39.7	20	393				
CONTROL	92	1	12.1	363	123.00	10.50	13	9	2	NA	NA	NA	NA	NA				
CONTROL	92	1	12.7	363	136.00	11.00	15	22	2	NA	NA	NA	NA	NA				
CONTROL	92	1	12.5	362	60.00	8.50	7	6	1	NA	NA	NA	NA	NA				
CONTROL	92	1	13.2	386	178.00	9.90	21	19	4	NA	NA	NA	NA	NA				
CONTROL	92	1	12.7	366	169.00	9.10	16	18	2	NA	NA	NA	NA	NA				
CONTROL	92	1	12.8	368	177.00	9.40	20	17	2	NA	NA	NA	NA	NA				
CONTROL	92	1	13.0	382	168.00	8.40	23	19	1	1	70.8	29.5	17	264				
CONTROL	92	1	12.9	380	170.00	8.20	24	15	2	1	66.3	22.4	16	189				
CONTROL	92	1	12.7	375	210.00	8.20	30	25	2	NA	NA	NA	NA	NA				
CONTROL	92	1	12.0	361	108.00	8.40	10	17	1	NA	NA	NA	NA	NA				
CONTROL	92	2	13.0	381	170.00	9.80	28	29	0	1	68.8	46.1	20	346				
CONTROL	92	2	11.5	352	55.00	8.40	11	17	0	NA	NA	NA	NA	NA				
CONTROL	92	2	10.1	324	115.00	7.90	14	18	0	NA	NA	NA	NA	NA				
CONTROL	92	2	11.1	343	160.00	8.90	25	25	0	NA	NA	NA	NA	NA				
CONTROL	92	2	12.3	374	155.00	8.50	16	15	1	NA	NA	NA	NA	NA				
CONTROL	92	2	13.2	386	304.00	8.90	34	26	2	NA	NA	NA	NA	NA				
CONTROL	92	2	12.5	372	50.00	8.10	9	10	0	NA	NA	NA	NA	NA				
CONTROL	92	2	11.2	345	65.00	8.00	10	10	0	NA	NA	NA	NA	NA				
CONTROL	92	2	13.3	347	79.00	9.30	12	13	0	NA	NA	NA	NA	NA				
CONTROL	92	2	11.9	360	100.00	7.50	25	14	0	NA	NA	NA	NA	NA				
CONTROL	92	3	12.5	372	210.00	9.10	27	17	2	NA	NA	NA	NA	NA				
CONTROL	92	3	12.9	379	100.00	9.60	15	15	2	NA	NA	NA	NA	NA				
CONTROL	92	3	12.4	370	200.00	8.80	21	17	1	NA	NA	NA	NA	NA				
CONTROL	92	3	12.2	366	235.00	11.00	24	18	2	NA	NA	NA	NA	NA				
CONTROL	92	3	11.8	358	222.00	9.50	24	14	3	NA	NA	NA	NA	NA				
CONTROL	92	3	13.1	384	217.00	8.90	29	18	0	NA	NA	NA	NA	NA				
CONTROL	92	3	13.3	388	150.00	9.20	16	16	2	NA	NA	NA	NA	NA				
CONTROL	92	3	12.6	373	138.00	8.50	14	17	1	NA	NA	NA	NA	NA				
CONTROL	92	3	11.8	358	162.00	8.70	15	16	0	NA	NA	NA	NA	NA				
CONTROL	92	3	12.9	380	268.00	12.00	42	29	3	NA	NA	NA	NA	NA				
