SAFRA,LOCAL,TRATAMENTO,DISTANCIA,PARCELA,PLANTA,ALTURA,V_0G,V_1G,V_2G,V_3G,V_4G,PROD_TOTAL
22-23,ANHUMAS,CONTROL+BEE,25,C,16,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,C,17,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,C,18,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,1,124,2,14,23,21,1,3656
22-23,ANHUMAS,CONTROL+BEE,25,D,2,130,0,15,23,17,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,3,124,2,12,20,15,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,4,128,1,13,12,23,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,5,136,1,26,28,25,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,6,143,2,21,31,33,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,7,141,1,15,20,14,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,8,136,0,12,28,22,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,9,138,2,16,24,23,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,10,98,0,16,26,19,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,11,100,0,14,20,33,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,12,109,0,14,20,25,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,13,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,14,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,15,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,16,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,17,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,D,18,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,1,135,2,12,34,27,1,3547
22-23,ANHUMAS,CONTROL+BEE,25,E,2,133,0,13,24,22,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,3,123,1,18,24,16,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,4,120,0,17,23,19,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,5,132,0,17,23,31,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,6,129,1,19,21,23,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,7,132,0,23,26,24,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,8,134,2,12,15,23,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,9,128,0,13,25,19,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,10,133,1,23,18,20,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,11,100,1,13,24,24,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,12,117,0,12,32,23,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,13,128,0,17,23,36,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,14,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,15,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,16,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,17,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,E,18,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,1,133,1,20,25,34,2,3788
22-23,ANHUMAS,CONTROL+BEE,25,F,2,130,1,12,18,28,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,3,124,0,16,26,34,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,4,125,1,18,28,26,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,5,129,2,16,28,28,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,6,131,1,19,19,26,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,7,129,0,16,24,29,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,8,108,2,12,26,27,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,9,111,0,12,27,32,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,10,107,0,9,17,21,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,11,99,1,6,12,10,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,12,100,2,9,20,28,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,13,109,0,23,31,28,2,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,14,113,0,18,28,22,1,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,15,127,0,23,32,29,0,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,16,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,17,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,25,F,18,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,1,129,0,7,17,27,0,2474
22-23,ANHUMAS,CONTROL+BEE,50,A,2,126,0,4,20,17,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,3,124,0,1,6,11,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,4,135,1,14,21,12,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,5,133,4,9,16,12,1,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,6,123,0,2,8,3,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,7,124,4,16,44,33,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,8,139,0,3,9,13,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,9,129,0,8,18,12,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,10,133,0,11,19,7,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,11,123,1,17,18,4,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,12,122,0,9,25,31,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,13,137,1,23,31,21,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,14,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,15,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,16,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,17,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,50,A,18,NA,NA,NA,NA,NA,NA,NA
22-23,ANHUMAS,CONTROL+BEE,50,B,1,94,2,2,6,0,0,2398
22-23,ANHUMAS,CONTROL+BEE,50,B,2,123,0,9,20,7,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,B,3,138,1,7,19,11,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,B,4,95,3,5,13,8,0,NA
22-23,ANHUMAS,CONTROL+BEE,50,B,5,126,1,3,9,4,0,NA
