SAFRA,LOCAL,TRATAMENTO,DISTANCIA,PARCELA,PLANTA,ALTURA,V_0G,V_1G,V_2G,V_3G,V_4G,PROD_TOTAL
21-22,ANHUMAS,CONTROL    ,200,B,5,88,0,8,10,20,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,6,101,0,8,15,11,1,NA
21-22,ANHUMAS,CONTROL    ,200,B,7,103,0,7,20,30,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,8,91,0,3,14,12,1,NA
21-22,ANHUMAS,CONTROL    ,200,B,9,110,0,14,32,17,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,10,97,0,2,13,13,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,11,95,0,4,18,21,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,12,112,0,4,25,25,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,13,99,0,5,19,22,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,14,101,0,9,17,19,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,15,106,0,2,11,15,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,16,1,0,9,25,26,0,NA
21-22,ANHUMAS,CONTROL    ,200,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,C,1,130,0,11,29,27,0,2776
21-22,ANHUMAS,CONTROL    ,200,C,2,118,0,5,21,10,0,NA
21-22,ANHUMAS,CONTROL    ,200,C,3,94,0,5,11,10,2,NA
21-22,ANHUMAS,CONTROL    ,200,C,4,72,0,6,11,3,0,NA
21-22,ANHUMAS,CONTROL    ,200,C,5,129,0,9,20,17,1,NA
21-22,ANHUMAS,CONTROL    ,200,C,6,127,1,10,24,26,0,NA
21-22,ANHUMAS,CONTROL    ,200,C,7,116,0,5,16,27,0,NA
21-22,ANHUMAS,CONTROL    ,200,C,8,118,2,2,10,19,0,NA
21-22,ANHUMAS,CONTROL    ,200,C,9,111,0,2,6,14,1,NA
21-22,ANHUMAS,CONTROL    ,200,C,10,126,0,6,31,36,0,NA
21-22,ANHUMAS,CONTROL    ,200,C,11,116,1,8,14,31,0,NA
21-22,ANHUMAS,CONTROL    ,200,C,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,C,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,C,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,C,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,D,1,118,0,4,34,46,0,2948
21-22,ANHUMAS,CONTROL    ,200,D,2,113,0,1,18,39,1,NA
21-22,ANHUMAS,CONTROL    ,200,D,3,135,0,5,20,37,0,NA
21-22,ANHUMAS,CONTROL    ,200,D,4,1,0,3,18,13,0,NA
21-22,ANHUMAS,CONTROL    ,200,D,5,107,0,3,10,12,0,NA
21-22,ANHUMAS,CONTROL    ,200,D,6,130,0,3,17,12,0,NA
21-22,ANHUMAS,CONTROL    ,200,D,7,130,0,13,18,24,2,NA
21-22,ANHUMAS,CONTROL    ,200,D,8,90,0,1,6,10,2,NA
21-22,ANHUMAS,CONTROL    ,200,D,9,140,0,3,12,16,1,NA
21-22,ANHUMAS,CONTROL    ,200,D,10,86,0,0,7,6,0,NA
21-22,ANHUMAS,CONTROL    ,200,D,11,115,0,6,16,40,0,NA
21-22,ANHUMAS,CONTROL    ,200,D,12,93,0,15,38,27,0,NA
21-22,ANHUMAS,CONTROL    ,200,D,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,D,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,D,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,D,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,D,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,D,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,E,1,117,1,1,16,22,0,2854
21-22,ANHUMAS,CONTROL    ,200,E,2,96,1,10,17,22,1,NA
21-22,ANHUMAS,CONTROL    ,200,E,3,114,1,4,10,9,1,NA
21-22,ANHUMAS,CONTROL    ,200,E,4,121,1,9,29,15,0,NA
21-22,ANHUMAS,CONTROL    ,200,E,5,95,0,1,11,12,0,NA
21-22,ANHUMAS,CONTROL    ,200,E,6,113,1,7,15,25,0,NA
21-22,ANHUMAS,CONTROL    ,200,E,7,84,0,4,10,5,0,NA
21-22,ANHUMAS,CONTROL    ,200,E,8,110,0,6,30,21,0,NA
21-22,ANHUMAS,CONTROL    ,200,E,9,103,1,10,31,29,0,NA
21-22,ANHUMAS,CONTROL    ,200,E,10,122,1,4,28,26,0,NA
21-22,ANHUMAS,CONTROL    ,200,E,11,116,0,8,26,50,0,NA
21-22,ANHUMAS,CONTROL    ,200,E,12,112,2,7,25,16,0,NA
21-22,ANHUMAS,CONTROL    ,200,E,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,E,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,E,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,E,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,E,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,E,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,F,1,123,0,11,31,58,0,2828
21-22,ANHUMAS,CONTROL    ,200,F,2,109,1,0,13,28,4,NA
21-22,ANHUMAS,CONTROL    ,200,F,3,101,2,11,32,20,1,NA
21-22,ANHUMAS,CONTROL    ,200,F,4,105,0,6,18,14,0,NA
21-22,ANHUMAS,CONTROL    ,200,F,5,109,0,8,18,27,0,NA
21-22,ANHUMAS,CONTROL    ,200,F,6,103,2,3,20,29,3,NA
21-22,ANHUMAS,CONTROL    ,200,F,7,111,0,4,19,40,1,NA
21-22,ANHUMAS,CONTROL    ,200,F,8,90,0,4,13,19,0,NA
21-22,ANHUMAS,CONTROL    ,200,F,9,112,0,1,7,17,1,NA
21-22,ANHUMAS,CONTROL    ,200,F,10,119,0,3,17,31,1,NA
21-22,ANHUMAS,CONTROL    ,200,F,11,93,0,4,8,8,0,NA
21-22,ANHUMAS,CONTROL    ,200,F,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,F,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,F,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,F,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,F,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,F,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,CONTROL    ,200,F,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,A,1,74,0,1,3,17,0,8613
21-22,CAPAO,SIK+BEE,25,A,2,76,0,2,7,20,0,NA
21-22,CAPAO,SIK+BEE,25,A,3,74,0,8,29,67,8,NA
21-22,CAPAO,SIK+BEE,25,A,4,78,0,3,14,23,2,NA
21-22,CAPAO,SIK+BEE,25,A,5,76,1,10,23,41,3,NA
21-22,CAPAO,SIK+BEE,25,A,6,79,0,4,12,28,1,NA
21-22,CAPAO,SIK+BEE,25,A,7,72,0,2,14,12,1,NA
21-22,CAPAO,SIK+BEE,25,A,8,58,0,0,2,4,0,NA
21-22,CAPAO,SIK+BEE,25,A,9,73,0,0,20,28,2,NA
21-22,CAPAO,SIK+BEE,25,A,10,79,4,10,45,47,6,NA
21-22,CAPAO,SIK+BEE,25,A,11,79,0,6,16,25,5,NA
21-22,CAPAO,SIK+BEE,25,A,12,84,0,9,23,44,2,NA
21-22,CAPAO,SIK+BEE,25,A,13,78,2,10,20,32,1,NA
21-22,CAPAO,SIK+BEE,25,A,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,A,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,A,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,A,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,A,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,B,1,74,1,6,17,35,2,8423
21-22,CAPAO,SIK+BEE,25,B,2,73,0,7,15,23,2,NA
21-22,CAPAO,SIK+BEE,25,B,3,81,2,5,27,58,6,NA
21-22,CAPAO,SIK+BEE,25,B,4,70,0,5,14,21,0,NA
21-22,CAPAO,SIK+BEE,25,B,5,77,1,5,15,33,3,NA
21-22,CAPAO,SIK+BEE,25,B,6,80,6,8,51,76,4,NA
21-22,CAPAO,SIK+BEE,25,B,7,67,0,0,5,10,1,NA
21-22,CAPAO,SIK+BEE,25,B,8,66,0,0,7,13,0,NA
21-22,CAPAO,SIK+BEE,25,B,9,71,1,7,29,43,2,NA
21-22,CAPAO,SIK+BEE,25,B,10,75,1,8,18,26,3,NA
21-22,CAPAO,SIK+BEE,25,B,11,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,B,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,B,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,B,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,B,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,B,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,C,1,83,1,10,21,54,5,8466
21-22,CAPAO,SIK+BEE,25,C,2,73,2,12,17,44,6,NA
21-22,CAPAO,SIK+BEE,25,C,3,78,0,2,9,21,2,NA
21-22,CAPAO,SIK+BEE,25,C,4,76,2,12,26,43,4,NA
21-22,CAPAO,SIK+BEE,25,C,5,76,1,13,19,38,2,NA
21-22,CAPAO,SIK+BEE,25,C,6,72,0,3,15,16,3,NA
21-22,CAPAO,SIK+BEE,25,C,7,70,0,6,14,15,1,NA
21-22,CAPAO,SIK+BEE,25,C,8,75,0,5,13,24,0,NA
21-22,CAPAO,SIK+BEE,25,C,9,78,2,5,19,16,0,NA
21-22,CAPAO,SIK+BEE,25,C,10,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,C,11,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,C,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,C,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,C,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,C,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,D,1,78,0,6,43,48,5,8420
21-22,CAPAO,SIK+BEE,25,D,2,74,0,7,21,25,3,NA
21-22,CAPAO,SIK+BEE,25,D,3,77,1,5,26,31,2,NA
21-22,CAPAO,SIK+BEE,25,D,4,75,0,3,15,30,0,NA
21-22,CAPAO,SIK+BEE,25,D,5,63,0,2,9,7,0,NA
21-22,CAPAO,SIK+BEE,25,D,6,72,0,2,10,25,1,NA
21-22,CAPAO,SIK+BEE,25,D,7,75,0,7,13,11,1,NA
21-22,CAPAO,SIK+BEE,25,D,8,78,2,11,20,37,2,NA
21-22,CAPAO,SIK+BEE,25,D,9,79,0,5,17,24,0,NA
21-22,CAPAO,SIK+BEE,25,D,10,62,0,0,5,8,0,NA
21-22,CAPAO,SIK+BEE,25,D,11,86,1,3,18,44,3,NA
21-22,CAPAO,SIK+BEE,25,D,12,72,0,7,16,27,2,NA
21-22,CAPAO,SIK+BEE,25,D,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,D,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,D,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,D,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,D,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,D,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,E,1,75,0,7,28,46,2,8399
21-22,CAPAO,SIK+BEE,25,E,2,76,0,4,10,25,1,NA
21-22,CAPAO,SIK+BEE,25,E,3,60,0,2,4,17,1,NA
21-22,CAPAO,SIK+BEE,25,E,4,79,3,10,31,45,4,NA
21-22,CAPAO,SIK+BEE,25,E,5,83,0,4,25,26,5,NA
21-22,CAPAO,SIK+BEE,25,E,6,71,0,5,18,28,2,NA
21-22,CAPAO,SIK+BEE,25,E,7,83,2,10,43,54,6,NA
21-22,CAPAO,SIK+BEE,25,E,8,57,0,0,9,2,0,NA
21-22,CAPAO,SIK+BEE,25,E,9,82,3,2,8,35,0,NA
21-22,CAPAO,SIK+BEE,25,E,10,80,1,5,30,31,4,NA
21-22,CAPAO,SIK+BEE,25,E,11,76,1,6,13,21,0,NA
21-22,CAPAO,SIK+BEE,25,E,12,77,1,3,15,25,1,NA
21-22,CAPAO,SIK+BEE,25,E,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,E,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,E,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,E,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,E,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,E,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,F,1,81,0,0,25,19,2,8422
21-22,CAPAO,SIK+BEE,25,F,2,77,0,1,19,18,2,NA
21-22,CAPAO,SIK+BEE,25,F,3,75,0,1,21,32,3,NA
21-22,CAPAO,SIK+BEE,25,F,4,79,0,0,33,29,1,NA
21-22,CAPAO,SIK+BEE,25,F,5,88,0,2,39,45,4,NA
21-22,CAPAO,SIK+BEE,25,F,6,83,0,11,28,33,3,NA
21-22,CAPAO,SIK+BEE,25,F,7,78,1,5,29,32,3,NA
21-22,CAPAO,SIK+BEE,25,F,8,76,1,6,32,28,0,NA
21-22,CAPAO,SIK+BEE,25,F,9,76,2,8,13,26,0,NA
21-22,CAPAO,SIK+BEE,25,F,10,80,0,2,15,24,1,NA
21-22,CAPAO,SIK+BEE,25,F,11,81,0,3,22,31,2,NA
21-22,CAPAO,SIK+BEE,25,F,12,78,1,3,18,29,2,NA
21-22,CAPAO,SIK+BEE,25,F,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,F,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,F,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,F,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,F,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,25,F,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,A,1,87,1,4,21,29,4,8429
21-22,CAPAO,SIK+BEE,50,A,2,88,0,3,11,28,3,NA
21-22,CAPAO,SIK+BEE,50,A,3,87,0,4,16,29,2,NA
21-22,CAPAO,SIK+BEE,50,A,4,92,0,7,20,39,1,NA
21-22,CAPAO,SIK+BEE,50,A,5,89,0,2,19,28,4,NA
21-22,CAPAO,SIK+BEE,50,A,6,85,0,5,17,33,4,NA
21-22,CAPAO,SIK+BEE,50,A,7,91,1,5,20,31,7,NA
21-22,CAPAO,SIK+BEE,50,A,8,92,0,4,20,35,2,NA
21-22,CAPAO,SIK+BEE,50,A,9,84,0,10,27,43,1,NA
21-22,CAPAO,SIK+BEE,50,A,10,84,0,3,22,30,3,NA
21-22,CAPAO,SIK+BEE,50,A,11,84,1,9,29,51,3,NA
21-22,CAPAO,SIK+BEE,50,A,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,A,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,A,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,A,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,A,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,A,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,A,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,B,1,81,1,5,37,52,3,8505
21-22,CAPAO,SIK+BEE,50,B,2,83,0,7,41,104,4,NA
21-22,CAPAO,SIK+BEE,50,B,3,80,1,7,51,39,5,NA
21-22,CAPAO,SIK+BEE,50,B,4,81,0,6,22,26,4,NA
21-22,CAPAO,SIK+BEE,50,B,5,85,0,6,19,30,6,NA
21-22,CAPAO,SIK+BEE,50,B,6,62,0,0,2,11,0,NA
21-22,CAPAO,SIK+BEE,50,B,7,79,4,8,41,46,6,NA
21-22,CAPAO,SIK+BEE,50,B,8,81,0,3,10,49,4,NA
21-22,CAPAO,SIK+BEE,50,B,9,86,0,2,21,54,1,NA
21-22,CAPAO,SIK+BEE,50,B,10,65,0,0,8,7,0,NA
21-22,CAPAO,SIK+BEE,50,B,11,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,B,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,B,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,B,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,B,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,B,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,C,1,92,0,4,9,22,0,8619
21-22,CAPAO,SIK+BEE,50,C,2,95,0,3,12,29,4,NA
21-22,CAPAO,SIK+BEE,50,C,3,102,0,2,11,26,3,NA
21-22,CAPAO,SIK+BEE,50,C,4,98,0,2,9,34,4,NA
21-22,CAPAO,SIK+BEE,50,C,5,101,0,6,25,34,5,NA
21-22,CAPAO,SIK+BEE,50,C,6,97,0,6,7,27,5,NA
21-22,CAPAO,SIK+BEE,50,C,7,89,0,6,25,35,4,NA
21-22,CAPAO,SIK+BEE,50,C,8,94,0,4,23,57,3,NA
21-22,CAPAO,SIK+BEE,50,C,9,103,0,16,22,23,1,NA
21-22,CAPAO,SIK+BEE,50,C,10,95,1,8,40,91,6,NA
21-22,CAPAO,SIK+BEE,50,C,11,101,0,8,25,49,3,NA
21-22,CAPAO,SIK+BEE,50,C,12,104,0,5,23,50,3,NA
21-22,CAPAO,SIK+BEE,50,C,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,C,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,C,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,D,1,79,0,4,16,35,3,8507
21-22,CAPAO,SIK+BEE,50,D,2,78,0,0,13,26,0,NA
21-22,CAPAO,SIK+BEE,50,D,3,82,1,3,13,26,1,NA
21-22,CAPAO,SIK+BEE,50,D,4,79,0,4,11,10,0,NA
21-22,CAPAO,SIK+BEE,50,D,5,85,0,3,20,33,2,NA
21-22,CAPAO,SIK+BEE,50,D,6,75,0,7,38,65,7,NA
21-22,CAPAO,SIK+BEE,50,D,7,71,0,0,11,30,2,NA
21-22,CAPAO,SIK+BEE,50,D,8,71,2,0,16,19,1,NA
21-22,CAPAO,SIK+BEE,50,D,9,83,0,8,6,15,1,NA
21-22,CAPAO,SIK+BEE,50,D,10,75,0,1,17,22,2,NA
21-22,CAPAO,SIK+BEE,50,D,11,80,0,7,19,37,2,NA
21-22,CAPAO,SIK+BEE,50,D,12,74,0,5,11,15,0,NA
21-22,CAPAO,SIK+BEE,50,D,13,79,1,3,9,32,1,NA
21-22,CAPAO,SIK+BEE,50,D,14,72,1,3,17,17,2,NA
21-22,CAPAO,SIK+BEE,50,D,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,D,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,D,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,D,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,E,1,83,0,1,6,8,0,8448
21-22,CAPAO,SIK+BEE,50,E,2,79,1,8,32,34,2,NA
21-22,CAPAO,SIK+BEE,50,E,3,77,0,3,18,25,2,NA
21-22,CAPAO,SIK+BEE,50,E,4,65,2,3,25,26,1,NA
21-22,CAPAO,SIK+BEE,50,E,5,83,0,3,9,22,0,NA
21-22,CAPAO,SIK+BEE,50,E,6,87,3,8,20,17,2,NA
21-22,CAPAO,SIK+BEE,50,E,7,74,0,8,13,26,0,NA
21-22,CAPAO,SIK+BEE,50,E,8,78,3,2,13,14,0,NA
21-22,CAPAO,SIK+BEE,50,E,9,87,2,1,4,4,1,NA
21-22,CAPAO,SIK+BEE,50,E,10,83,0,17,53,20,1,NA
21-22,CAPAO,SIK+BEE,50,E,11,75,2,11,38,82,7,NA
21-22,CAPAO,SIK+BEE,50,E,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,E,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,E,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,E,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,E,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,E,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,E,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,F,1,74,0,1,3,11,0,8425
21-22,CAPAO,SIK+BEE,50,F,2,84,2,8,26,69,4,NA
21-22,CAPAO,SIK+BEE,50,F,3,93,0,0,8,15,6,NA
21-22,CAPAO,SIK+BEE,50,F,4,88,0,8,33,38,6,NA
21-22,CAPAO,SIK+BEE,50,F,5,86,0,14,26,23,6,NA
21-22,CAPAO,SIK+BEE,50,F,6,92,0,17,26,10,1,NA
21-22,CAPAO,SIK+BEE,50,F,7,86,1,5,32,29,2,NA
21-22,CAPAO,SIK+BEE,50,F,8,85,0,2,18,36,6,NA
21-22,CAPAO,SIK+BEE,50,F,9,86,0,3,10,15,4,NA
21-22,CAPAO,SIK+BEE,50,F,10,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,F,11,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,F,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,F,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,F,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,F,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,F,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,F,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,50,F,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,A,1,89,1,9,24,60,6,8194
21-22,CAPAO,SIK+BEE,100,A,2,73,1,0,6,12,2,NA
21-22,CAPAO,SIK+BEE,100,A,3,85,0,4,14,21,3,NA
21-22,CAPAO,SIK+BEE,100,A,4,86,0,3,8,27,0,NA
21-22,CAPAO,SIK+BEE,100,A,5,84,0,1,9,16,2,NA
21-22,CAPAO,SIK+BEE,100,A,6,88,0,3,19,31,2,NA
21-22,CAPAO,SIK+BEE,100,A,7,90,1,4,55,90,3,NA
21-22,CAPAO,SIK+BEE,100,A,8,89,3,18,48,67,6,NA
21-22,CAPAO,SIK+BEE,100,A,9,86,0,5,24,29,4,NA
21-22,CAPAO,SIK+BEE,100,A,10,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,A,11,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,A,12,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,A,13,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,A,14,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,A,15,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,A,16,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,A,17,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,A,18,NA,NA,NA,NA,NA,NA,NA
21-22,CAPAO,SIK+BEE,100,B,1,78,0,17,67,55,3,8244
21-22,CAPAO,SIK+BEE,100,B,2,85,0,6,37,33,6,NA
21-22,CAPAO,SIK+BEE,100,B,3,83,0,1,9,27,4,NA
21-22,CAPAO,SIK+BEE,100,B,4,81,0,1,10,25,1,NA
21-22,CAPAO,SIK+BEE,100,B,5,80,0,3,32,30,0,NA
21-22,CAPAO,SIK+BEE,100,B,6,83,0,12,21,46,0,NA
21-22,CAPAO,SIK+BEE,100,B,7,80,0,3,40,39,2,NA
21-22,CAPAO,SIK+BEE,100,B,8,75,1,4,19,31,1,NA
21-22,CAPAO,SIK+BEE,100,B,9,78,0,1,13,31,2,NA
21-22,CAPAO,SIK+BEE,100,B,10,75,0,0,11,33,0,NA
21-22,CAPAO,SIK+BEE,100,B,11,76,0,6,35,36,3,NA
21-22,CAPAO,SIK+BEE,100,B,12,81,2,3,16,30,2,NA
21-22,CAPAO,SIK+BEE,100,B,13,80,0,2,15,12,0,NA
21-22,CAPAO,SIK+BEE,100,B,14,NA,NA,NA,NA,NA,NA,NA
